User name,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category
osvaldo,2021-10-27T14:25:05Z,ec2.amazonaws.com,DeleteLaunchTemplate,us-east-1,188.119.30.183,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::EC2::LaunchTemplate"",""resourceName"":""lt-0d3b2a867fdeb0f92""},{""resourceType"":""AWS::EC2::LaunchTemplate"",""resourceName"":""ASG""}]",7d52da01-01bc-2ede-91d1-a2a0299b2c71,c20f01c0-2e55-2ea1-921e-9116c688223d,FALSE,AwsApiCall,46411772487,Management
AutoScaling,2021-10-27T14:25:02Z,ec2.amazonaws.com,TerminateInstances,us-east-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0492f4e20eb3067f3""}]",e927c595-8933-2351-93bc-12c230589238,2b26215a-f837-2362-8162-50691c533977,FALSE,AwsApiCall,46411772487,Management
AutoScaling,2021-10-27T14:24:47Z,elasticloadbalancing.amazonaws.com,DeregisterTargets,us-east-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-06fad3f92385b3dc3""},{""resourceType"":""AWS::ElasticLoadBalancingV2::TargetGroup"",""resourceName"":""arn:aws:elasticloadbalancing:us-east-1:046411772487:targetgroup/osvaldo/3e31ff378820be77""}]",2ebb9973-f0c2-2e55-a207-31309d337038,3b187e96-b228-2c19-ace8-2061d57f08e2,FALSE,AwsApiCall,46411772487,Management
AutoScaling,2021-10-27T14:24:47Z,elasticloadbalancing.amazonaws.com,DeregisterTargets,us-east-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0492f4e20eb3067f3""},{""resourceType"":""AWS::ElasticLoadBalancingV2::TargetGroup"",""resourceName"":""arn:aws:elasticloadbalancing:us-east-1:046411772487:targetgroup/osvaldo/3e31ff378820be77""}]",22a12f35-f3a2-2a52-8f78-ab2b2bab2bf3,57fe5205-350a-21fa-b3d5-567986a5ff0e,FALSE,AwsApiCall,46411772487,Management
ElasticLoadBalancing,2021-10-27T14:24:46Z,ec2.amazonaws.com,DeleteNetworkInterface,us-east-1,elasticloadbalancing.amazonaws.com,elasticloadbalancing.amazonaws.com,Client.InvalidParameterValue,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-023a386a89a256012""}]",ad7153a0-32aa-2bcd-a87a-a5321538f321,221db3af-f80a-2132-a536-b2efd63873b2,FALSE,AwsApiCall,46411772487,Management
osvaldo,2021-10-27T14:24:41Z,autoscaling.amazonaws.com,DeleteAutoScalingGroup,us-east-1,188.119.30.183,aws-internal/3 aws-sdk-java/1.12.79 Linux/5.4.147-83.259.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.302-b08 java/1.8.0_302 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""asg""}]",9955123a-d019-25d9-87ce-58ad3229bbf5,2ca9f0aa-9c92-2052-9af9-910c7dfa5600,FALSE,AwsApiCall,46411772487,Management
ElasticLoadBalancing,2021-10-27T14:24:39Z,ec2.amazonaws.com,DeleteNetworkInterface,us-east-1,elasticloadbalancing.amazonaws.com,elasticloadbalancing.amazonaws.com,Client.InvalidParameterValue,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-023a386a89a256012""}]",5a3b2f22-ad83-2bf9-a021-3ef8297ea579,e6c1731f-5ea5-2df2-af76-3e365f7d27b8,FALSE,AwsApiCall,46411772487,Management
ElasticLoadBalancing,2021-10-27T14:24:30Z,ec2.amazonaws.com,DeleteNetworkInterface,us-east-1,elasticloadbalancing.amazonaws.com,elasticloadbalancing.amazonaws.com,Client.InvalidParameterValue,"[{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-03ad5215b51f00d3b""}]",ca172220-987d-2227-8bd0-f0b3eb2cbd85,d9e93b76-ffb8-23b9-bb26-b10d863e691d,FALSE,AwsApiCall,46411772487,Management
osvaldo,2021-10-27T14:24:22Z,elasticloadbalancing.amazonaws.com,DeleteLoadBalancer,us-east-1,188.119.30.183,console.ec2.amazonaws.com,,"[{""resourceType"":""AWS::ElasticLoadBalancingV2::LoadBalancer"",""resourceName"":""arn:aws:elasticloadbalancing:us-east-1:046411772487:loadbalancer/app/osvaldo/4d3499bd7830651a""}]",8751999f-3cd0-2920-be7b-5809a8573edb,1bf79cbf-27e1-25ac-a290-a31583b3f376,FALSE,AwsApiCall,46411772487,Management
ElasticLoadBalancing,2021-10-27T14:09:50Z,ec2.amazonaws.com,CreateNetworkInterface,us-east-1,elasticloadbalancing.amazonaws.com,elasticloadbalancing.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f52d178f""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-023a386a89a256012""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-e29b36ce""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""default""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-022401400adafbb71""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""aa-route53-secgroup""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-8d8dbfb3""}]",51171d2f-3295-2a82-93a2-299a318c1870,12d1ca23-5aac-25bb-8af6-9c3629b2eb60,FALSE,AwsApiCall,46411772487,Management
AutoScaling,2021-10-27T14:09:29Z,elasticloadbalancing.amazonaws.com,RegisterTargets,us-east-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0492f4e20eb3067f3""},{""resourceType"":""AWS::ElasticLoadBalancingV2::TargetGroup"",""resourceName"":""arn:aws:elasticloadbalancing:us-east-1:046411772487:targetgroup/osvaldo/3e31ff378820be77""}]",8222a7bc-30fe-20e8-8d8c-382aa11fe2e3,8b72182b-8cbd-250d-b379-d2aedc6a6e6e,FALSE,AwsApiCall,46411772487,Management
,2021-10-27T14:09:00Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,7a70beb8-c951-2ab2-9dbf-5efdfcd8a757,FALSE,AwsServiceEvent,46411772487,Management
AutoScaling,2021-10-27T14:08:58Z,ec2.amazonaws.com,RunInstances,us-east-1,autoscaling.amazonaws.com,autoscaling.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f52d178f""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-02e136e904f3da870""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0c66bbccc49eeb803""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0492f4e20eb3067f3""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""ottoaws9""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-022401400adafbb71""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""aa-route53-secgroup""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-8d8dbfb3""}]",c8fd7302-f28b-2332-9911-28b151f3225c,e67980dd-d525-20b8-886b-bd72af75afbd,FALSE,AwsApiCall,46411772487,Management
osvaldo,2021-10-27T14:06:06Z,monitoring.amazonaws.com,PutMetricAlarm,us-east-1,188.119.30.183,aws-internal/3 aws-sdk-java/1.12.79 Linux/5.4.141-78.230.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.302-b08 java/1.8.0_302 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::CloudWatch::Alarm"",""resourceName"":""osvlado_add""}]",d0233202-0d73-2121-87f3-273239a7b9cc,139df22c-bcf2-2e9e-8bab-2256531077ae,FALSE,AwsApiCall,46411772487,Management
osvaldo,2021-10-27T14:06:06Z,autoscaling.amazonaws.com,PutScalingPolicy,us-east-1,188.119.30.183,aws-internal/3 aws-sdk-java/1.12.79 Linux/5.4.141-78.230.amzn2int.x86_64 OpenJDK_64-Bit_Server_VM/25.302-b08 java/1.8.0_302 vendor/Oracle_Corporation cfg/retry-mode/standard,,"[{""resourceType"":""AWS::AutoScaling::AutoScalingGroup"",""resourceName"":""asg""},{""resourceType"":""AWS::AutoScaling::ScalingPolicy"",""resourceName"":""add""}]",332175bb-2f2f-25da-ad3f-293ea2acfeec,35350dd6-7166-285a-afd9-3fae7237750e,FALSE,AwsApiCall,46411772487,Management
i-0ad118ca4900a4182,2021-10-27T14:05:36Z,ec2-instance-connect.amazonaws.com,SendSSHPublicKey,us-east-1,34.204.184.254,aws-ec2-instance-connect-cli/1.0.2 Python/3.8.10 Linux/5.4.0-1024-aws Botocore/1.22.4,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0247e6834f22a509a""}]",799b3a52-9c28-2ede-bdb7-b27c2b2523aa,0bf126a8-9db6-2360-9e31-a10f1ebfa9aa,FALSE,AwsApiCall,46411772487,Management
i-0ad118ca4900a4182,2021-10-27T14:05:34Z,ec2-instance-connect.amazonaws.com,SendSSHPublicKey,us-east-1,34.204.184.254,aws-ec2-instance-connect-cli/1.0.2 Python/3.8.10 Linux/5.4.0-1024-aws Botocore/1.22.4,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0247e6834f22a509a""}]",1990fcd9-fd1f-22ae-b3b3-038e1218aebf,ac8273e6-abde-23a7-8a87-33c22aca365f,FALSE,AwsApiCall,46411772487,Management
i-0ad118ca4900a4182,2021-10-27T14:05:31Z,ec2-instance-connect.amazonaws.com,SendSSHPublicKey,us-east-1,34.204.184.254,aws-ec2-instance-connect-cli/1.0.2 Python/3.8.10 Linux/5.4.0-1024-aws Botocore/1.22.4,,"[{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0247e6834f22a509a""}]",3c12bd83-8f93-2e0f-afd5-202132a59b17,f21b167e-7ff3-2615-a027-191776b3ebf0,FALSE,AwsApiCall,46411772487,Management
,2021-10-27T13:59:49Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,9efbbee2-6ef2-27c3-88ab-e12a09531a0c,FALSE,AwsServiceEvent,46411772487,Management
david,2021-10-27T13:59:48Z,ec2.amazonaws.com,CreateTags,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":null,""resourceName"":""i-0ad118ca4900a4182""}]",f1715fb3-978a-225c-aafd-1fa52932179f,37f32a5c-1b20-2529-8aa7-c022ba7c891e,FALSE,AwsApiCall,46411772487,Management
david,2021-10-27T13:59:47Z,ec2.amazonaws.com,RunInstances,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f52d178f""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0dba2cb6798deb6d8""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPAQVTOSDR3ZPYRY7LWD""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""davids-EC2ConnectProfile-5JJMXT0R17PG""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::046411772487:instance-profile/davids-EC2ConnectProfile-5JJMXT0R17PG""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-0b3415f06a1d51309""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0ad118ca4900a4182""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""davidskey""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""davids-WorkersSecurityGroup-1NP3TIU68UU5X""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-06401682226a3daac""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-3246e63c""}]",953b2f15-2ea3-27fb-bf3d-1e2828f8325c,aa7dbd28-7292-25a8-8c1d-8e8f28f5c221,FALSE,AwsApiCall,46411772487,Management
,2021-10-27T13:59:36Z,ec2.amazonaws.com,SharedSnapshotVolumeCreated,us-east-1,ec2.amazonaws.com,ec2.amazonaws.com,,[],,c1ae13d8-0582-21d9-b735-20e60b91568a,FALSE,AwsServiceEvent,46411772487,Management
david,2021-10-27T13:59:35Z,ec2.amazonaws.com,CreateTags,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":null,""resourceName"":""i-0247e6834f22a509a""}]",937d2dcc-7371-2290-b11b-232bb9a32fc2,55e6cc52-23ec-267d-a1a1-c727160f00b7,FALSE,AwsApiCall,46411772487,Management
david,2021-10-27T13:59:34Z,ec2.amazonaws.com,RunInstances,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::EC2::VPC"",""resourceName"":""vpc-f52d178f""},{""resourceType"":""AWS::EC2::Ami"",""resourceName"":""ami-0dba2cb6798deb6d8""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""AIPAQVTOSDR3ZPYRY7LWD""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""davids-EC2ConnectProfile-5JJMXT0R17PG""},{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""arn:aws:iam::046411772487:instance-profile/davids-EC2ConnectProfile-5JJMXT0R17PG""},{""resourceType"":""AWS::EC2::NetworkInterface"",""resourceName"":""eni-072b8bc300e152a65""},{""resourceType"":""AWS::EC2::Instance"",""resourceName"":""i-0247e6834f22a509a""},{""resourceType"":""AWS::EC2::KeyPair"",""resourceName"":""davidskey""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""sg-0971628b5c12ad985""},{""resourceType"":""AWS::EC2::SecurityGroup"",""resourceName"":""davids-ManagersSecurityGroup-KSSQIXENZ3OC""},{""resourceType"":""AWS::EC2::Subnet"",""resourceName"":""subnet-3246e63c""}]",5e072a38-3e80-2e17-9ec2-2cf03d5282eb,7edf770f-e81c-25aa-9e5e-2ec6c5e6b85f,FALSE,AwsApiCall,46411772487,Management
david,2021-10-27T13:57:28Z,iam.amazonaws.com,AddRoleToInstanceProfile,us-east-1,cloudformation.amazonaws.com,cloudformation.amazonaws.com,,"[{""resourceType"":""AWS::IAM::InstanceProfile"",""resourceName"":""davids-EC2ConnectProfile-5JJMXT0R17PG""},{""resourceType"":""AWS::IAM::Role"",""resourceName"":""davids-EC2InstanceConnect-K2XALWG2ZVQF""}]",fed0bcd2-e3f5-22d0-982f-29107c0dc323,6e82a22a-2555-2e15-bef0-0df650e2a65b,FALSE,AwsApiCall,46411772487,Management
